event,time,tdcid,chnlid,tdcid_bits,channel_bits,time_bits
57,109532,3,9,0011,01001,11010101111011100
37,109590,2,13,0010,01101,11010110000010110
90,109624,4,18,0100,10010,11010110000111000
62,109649,3,14,0011,01110,11010110001010001
142,109658,6,22,0110,10110,11010110001011010
6,109740,1,6,0001,00110,11010110010101100
129,109810,6,9,0110,01001,11010110011110010
104,109861,5,8,0101,01000,11010110100100101
131,109868,6,11,0110,01011,11010110100101100
52,109911,3,4,0011,00100,11010110101010111
19,109927,1,19,0001,10011,11010110101100111
120,109983,6,0,0110,00000,11010110110011111
9,110068,1,9,0001,01001,11010110111110100
55,110127,3,7,0011,00111,11010111000101111
23,110146,1,23,0001,10111,11010111001000010
1,110175,1,1,0001,00001,11010111001011111
82,110265,4,10,0100,01010,11010111010111001
68,110312,3,20,0011,10100,11010111011101000
63,110317,3,15,0011,01111,11010111011101101
29,110342,2,5,0010,00101,11010111100000110
30,110416,2,6,0010,00110,11010111101010000
62,110418,3,14,0011,01110,11010111101010010
20,110510,1,20,0001,10100,11010111110101110
39,110545,2,15,0010,01111,11010111111010001
16,110546,1,16,0001,10000,11010111111010010
61,110594,3,13,0011,01101,11011000000000010
49,110598,3,1,0011,00001,11011000000000110
125,110712,6,5,0110,00101,11011000001111000
62,110755,3,14,0011,01110,11011000010100011
118,110770,5,22,0101,10110,11011000010110010
78,110820,4,6,0100,00110,11011000011100100
121,110839,6,1,0110,00001,11011000011110111
11,110901,1,11,0001,01011,11011000100110101
131,110907,6,11,0110,01011,11011000100111011
123,110910,6,3,0110,00011,11011000100111110
119,110966,5,23,0101,10111,11011000101110110
103,110977,5,7,0101,00111,11011000110000001
19,110977,1,19,0001,10011,11011000110000001
27,110997,2,3,0010,00011,11011000110010101
51,111035,3,3,0011,00011,11011000110111011
96,111153,5,0,0101,00000,11011001000110001
26,111227,2,2,0010,00010,11011001001111011
12,111227,1,12,0001,01100,11011001001111011
0,111249,1,0,0001,00000,11011001010010001
7,111266,1,7,0001,00111,11011001010100010
117,111322,5,21,0101,10101,11011001011011010
103,111355,5,7,0101,00111,11011001011111011
12,111392,1,12,0001,01100,11011001100100000
123,111408,6,3,0110,00011,11011001100110000
42,111446,2,18,0010,10010,11011001101010110
41,111447,2,17,0010,10001,11011001101010111
119,111449,5,23,0101,10111,11011001101011001
29,111602,2,5,0010,00101,11011001111110010
56,111630,3,8,0011,01000,11011010000001110
36,111637,2,12,0010,01100,11011010000010101
45,111648,2,21,0010,10101,11011010000100000
95,111649,4,23,0100,10111,11011010000100001
51,111668,3,3,0011,00011,11011010000110100
17,111673,1,17,0001,10001,11011010000111001
93,111698,4,21,0100,10101,11011010001010010
107,111820,5,11,0101,01011,11011010011001100
95,111827,4,23,0100,10111,11011010011010011
57,111926,3,9,0011,01001,11011010100110110
48,111985,3,0,0011,00000,11011010101110001
122,111989,6,2,0110,00010,11011010101110101
115,111994,5,19,0101,10011,11011010101111010
49,112226,3,1,0011,00001,11011011001100010
93,112236,4,21,0100,10101,11011011001101100
110,112248,5,14,0101,01110,11011011001111000
19,112307,1,19,0001,10011,11011011010110011
98,112580,5,2,0101,00010,11011011111000100
5,112640,1,5,0001,00101,11011100000000000
118,112681,5,22,0101,10110,11011100000101001
23,112687,1,23,0001,10111,11011100000101111
141,112706,6,21,0110,10101,11011100001000010
63,112731,3,15,0011,01111,11011100001011011
49,112797,3,1,0011,00001,11011100010011101
54,112970,3,6,0011,00110,11011100101001010
19,113014,1,19,0001,10011,11011100101110110
134,113071,6,14,0110,01110,11011100110101111
107,113107,5,11,0101,01011,11011100111010011
0,113111,1,0,0001,00000,11011100111010111
52,113162,3,4,0011,00100,11011101000001010
23,113168,1,23,0001,10111,11011101000010000
97,113212,5,1,0101,00001,11011101000111100
119,113244,5,23,0101,10111,11011101001011100
21,113246,1,21,0001,10101,11011101001011110
40,113336,2,16,0010,10000,11011101010111000
136,113379,6,16,0110,10000,11011101011100011
44,113379,2,20,0010,10100,11011101011100011
92,113382,4,20,0100,10100,11011101011100110
76,113397,4,4,0100,00100,11011101011110101
45,113401,2,21,0010,10101,11011101011111001
20,113406,1,20,0001,10100,11011101011111110
85,113417,4,13,0100,01101,11011101100001001
15,113548,1,15,0001,01111,11011101110001100
9,113558,1,9,0001,01001,11011101110010110
66,113794,3,18,0011,10010,11011110010000010
138,113846,6,18,0110,10010,11011110010110110
3,113873,1,3,0001,00011,11011110011010001
49,114003,3,1,0011,00001,11011110101010011
5,114115,1,5,0001,00101,11011110111000011
131,114149,6,11,0110,01011,11011110111100101
73,114202,4,1,0100,00001,11011111000011010
143,114217,6,23,0110,10111,11011111000101001
1,114243,1,1,0001,00001,11011111001000011
25,114245,2,1,0010,00001,11011111001000101
23,114271,1,23,0001,10111,11011111001011111
125,114314,6,5,0110,00101,11011111010001010
88,114433,4,16,0100,10000,11011111100000001
99,114440,5,3,0101,00011,11011111100001000
62,114477,3,14,0011,01110,11011111100101101
74,114515,4,2,0100,00010,11011111101010011
137,114517,6,17,0110,10001,11011111101010101
75,114520,4,3,0100,00011,11011111101011000
103,114636,5,7,0101,00111,11011111111001100
116,114654,5,20,0101,10100,11011111111011110
39,114887,2,15,0010,01111,11100000011000111
10,114887,1,10,0001,01010,11100000011000111
126,114905,6,6,0110,00110,11100000011011001
104,114936,5,8,0101,01000,11100000011111000
56,114947,3,8,0011,01000,11100000100000011
103,115095,5,7,0101,00111,11100000110010111
55,115109,3,7,0011,00111,11100000110100101
100,115113,5,4,0101,00100,11100000110101001
101,115142,5,5,0101,00101,11100000111000110
130,115171,6,10,0110,01010,11100000111100011
102,115234,5,6,0101,00110,11100001000100010
13,115330,1,13,0001,01101,11100001010000010
92,115350,4,20,0100,10100,11100001010010110
48,115366,3,0,0011,00000,11100001010100110
36,115386,2,12,0010,01100,11100001010111010
118,115410,5,22,0101,10110,11100001011010010
87,115471,4,15,0100,01111,11100001100001111
79,115492,4,7,0100,00111,11100001100100100
26,115499,2,2,0010,00010,11100001100101011
124,115513,6,4,0110,00100,11100001100111001
33,115564,2,9,0010,01001,11100001101101100
29,115576,2,5,0010,00101,11100001101111000
70,115591,3,22,0011,10110,11100001110000111
139,115593,6,19,0110,10011,11100001110001001
37,115621,2,13,0010,01101,11100001110100101
29,115642,2,5,0010,00101,11100001110111010
27,115660,2,3,0010,00011,11100001111001100
55,115692,3,7,0011,00111,11100001111101100
128,115724,6,8,0110,01000,11100010000001100
25,115754,2,1,0010,00001,11100010000101010
10,115762,1,10,0001,01010,11100010000110010
65,115764,3,17,0011,10001,11100010000110100
70,115799,3,22,0011,10110,11100010001010111
101,115875,5,5,0101,00101,11100010010100011
99,115967,5,3,0101,00011,11100010011111111
88,116313,4,16,0100,10000,11100011001011001
38,116316,2,14,0010,01110,11100011001011100
82,116356,4,10,0100,01010,11100011010000100
92,116378,4,20,0100,10100,11100011010011010
72,116427,4,0,0100,00000,11100011011001011
124,116459,6,4,0110,00100,11100011011101011
86,116468,4,14,0100,01110,11100011011110100
33,116509,2,9,0010,01001,11100011100011101
105,116532,5,9,0101,01001,11100011100110100
1,116644,1,1,0001,00001,11100011110100100
72,116716,4,0,0100,00000,11100011111101100
72,116793,4,0,0100,00000,11100100000111001
70,116821,3,22,0011,10110,11100100001010101
47,116881,2,23,0010,10111,11100100010010001
45,116896,2,21,0010,10101,11100100010100000
38,116913,2,14,0010,01110,11100100010110001
89,116923,4,17,0100,10001,11100100010111011
111,116933,5,15,0101,01111,11100100011000101
98,116952,5,2,0101,00010,11100100011011000
98,116981,5,2,0101,00010,11100100011110101
75,117004,4,3,0100,00011,11100100100001100
65,117035,3,17,0011,10001,11100100100101011
90,117077,4,18,0100,10010,11100100101010101
138,117114,6,18,0110,10010,11100100101111010
51,117169,3,3,0011,00011,11100100110110001
43,117187,2,19,0010,10011,11100100111000011
105,117199,5,9,0101,01001,11100100111001111
38,117239,2,14,0010,01110,11100100111110111
100,117266,5,4,0101,00100,11100101000010010
86,117364,4,14,0100,01110,11100101001110100
13,117372,1,13,0001,01101,11100101001111100
97,117386,5,1,0101,00001,11100101010001010
26,117398,2,2,0010,00010,11100101010010110
123,117429,6,3,0110,00011,11100101010110101
55,117512,3,7,0011,00111,11100101100001000
123,117521,6,3,0110,00011,11100101100010001
114,117557,5,18,0101,10010,11100101100110101
116,117560,5,20,0101,10100,11100101100111000
13,117570,1,13,0001,01101,11100101101000010
74,117654,4,2,0100,00010,11100101110010110
85,117727,4,13,0100,01101,11100101111011111
23,117844,1,23,0001,10111,11100110001010100
33,118063,2,9,0010,01001,11100110100101111
134,118081,6,14,0110,01110,11100110101000001
76,118158,4,4,0100,00100,11100110110001110
25,118280,2,1,0010,00001,11100111000001000
51,118300,3,3,0011,00011,11100111000011100
121,118321,6,1,0110,00001,11100111000110001
4,118332,1,4,0001,00100,11100111000111100
34,118365,2,10,0010,01010,11100111001011101
71,118370,3,23,0011,10111,11100111001100010
15,118377,1,15,0001,01111,11100111001101001
90,118381,4,18,0100,10010,11100111001101101
75,118441,4,3,0100,00011,11100111010101001
3,118454,1,3,0001,00011,11100111010110110
92,118482,4,20,0100,10100,11100111011010010
60,118657,3,12,0011,01100,11100111110000001
79,118660,4,7,0100,00111,11100111110000100
12,118731,1,12,0001,01100,11100111111001011
91,118802,4,19,0100,10011,11101000000010010
124,118838,6,4,0110,00100,11101000000110110
17,118900,1,17,0001,10001,11101000001110100
100,119015,5,4,0101,00100,11101000011100111
3,119067,1,3,0001,00011,11101000100011011
47,119223,2,23,0010,10111,11101000110110111
42,119247,2,18,0010,10010,11101000111001111
5,119328,1,5,0001,00101,11101001000100000
71,119413,3,23,0011,10111,11101001001110101
93,119421,4,21,0100,10101,11101001001111101
9,119494,1,9,0001,01001,11101001011000110
9,119496,1,9,0001,01001,11101001011001000
15,119581,1,15,0001,01111,11101001100011101
32,119726,2,8,0010,01000,11101001110101110
28,119735,2,4,0010,00100,11101001110110111
80,119762,4,8,0100,01000,11101001111010010
27,119767,2,3,0010,00011,11101001111010111
97,119773,5,1,0101,00001,11101001111011101
80,119838,4,8,0100,01000,11101010000011110
71,119858,3,23,0011,10111,11101010000110010
143,119887,6,23,0110,10111,11101010001001111
88,119970,4,16,0100,10000,11101010010100010
133,119974,6,13,0110,01101,11101010010100110
19,120068,1,19,0001,10011,11101010100000100
93,120111,4,21,0100,10101,11101010100101111
107,120146,5,11,0101,01011,11101010101010010
5,120228,1,5,0001,00101,11101010110100100
27,120264,2,3,0010,00011,11101010111001000
103,120266,5,7,0101,00111,11101010111001010
108,120304,5,12,0101,01100,11101010111110000
27,120319,2,3,0010,00011,11101010111111111
133,120447,6,13,0110,01101,11101011001111111
122,120462,6,2,0110,00010,11101011010001110
118,120477,5,22,0101,10110,11101011010011101
25,120480,2,1,0010,00001,11101011010100000
20,120488,1,20,0001,10100,11101011010101000
76,120532,4,4,0100,00100,11101011011010100
23,120539,1,23,0001,10111,11101011011011011
105,120586,5,9,0101,01001,11101011100001010
8,120607,1,8,0001,01000,11101011100011111
51,120620,3,3,0011,00011,11101011100101100
124,120643,6,4,0110,00100,11101011101000011
28,120662,2,4,0010,00100,11101011101010110
73,120678,4,1,0100,00001,11101011101100110
44,120678,2,20,0010,10100,11101011101100110
143,120848,6,23,0110,10111,11101100000010000
119,121228,5,23,0101,10111,11101100110001100
23,121326,1,23,0001,10111,11101100111101110
108,121328,5,12,0101,01100,11101100111110000
58,121336,3,10,0011,01010,11101100111111000
70,121373,3,22,0011,10110,11101101000011101
78,121415,4,6,0100,00110,11101101001000111
31,121468,2,7,0010,00111,11101101001111100
17,121682,1,17,0001,10001,11101101101010010
46,121709,2,22,0010,10110,11101101101101101
113,121720,5,17,0101,10001,11101101101111000
78,121793,4,6,0100,00110,11101101111000001
12,121813,1,12,0001,01100,11101101111010101
107,121822,5,11,0101,01011,11101101111011110
71,121838,3,23,0011,10111,11101101111101110
112,121869,5,16,0101,10000,11101110000001101
104,121910,5,8,0101,01000,11101110000110110
110,121942,5,14,0101,01110,11101110001010110
68,121948,3,20,0011,10100,11101110001011100
98,122019,5,2,0101,00010,11101110010100011
107,122143,5,11,0101,01011,11101110100011111
2,122270,1,2,0001,00010,11101110110011110
97,122278,5,1,0101,00001,11101110110100110
107,122281,5,11,0101,01011,11101110110101001
89,122291,4,17,0100,10001,11101110110110011
34,122338,2,10,0010,01010,11101110111100010
54,122363,3,6,0011,00110,11101110111111011
55,122531,3,7,0011,00111,11101111010100011
82,122560,4,10,0100,01010,11101111011000000
8,122568,1,8,0001,01000,11101111011001000
0,122636,1,0,0001,00000,11101111100001100
53,122787,3,5,0011,00101,11101111110100011
12,122805,1,12,0001,01100,11101111110110101
47,123043,2,23,0010,10111,11110000010100011
88,123310,4,16,0100,10000,11110000110101110
90,123313,4,18,0100,10010,11110000110110001
67,123362,3,19,0011,10011,11110000111100010
78,123363,4,6,0100,00110,11110000111100011
3,123430,1,3,0001,00011,11110001000100110
110,123523,5,14,0101,01110,11110001010000011
23,123526,1,23,0001,10111,11110001010000110
121,123531,6,1,0110,00001,11110001010001011
4,123535,1,4,0001,00100,11110001010001111
121,123569,6,1,0110,00001,11110001010110001
101,123682,5,5,0101,00101,11110001100100010
44,123701,2,20,0010,10100,11110001100110101
42,123810,2,18,0010,10010,11110001110100010
93,123898,4,21,0100,10101,11110001111111010
39,123985,2,15,0010,01111,11110010001010001
119,124005,5,23,0101,10111,11110010001100101
33,124006,2,9,0010,01001,11110010001100110
95,124054,4,23,0100,10111,11110010010010110
57,124055,3,9,0011,01001,11110010010010111
44,124114,2,20,0010,10100,11110010011010010
38,124115,2,14,0010,01110,11110010011010011
31,124137,2,7,0010,00111,11110010011101001
49,124142,3,1,0011,00001,11110010011101110
48,124158,3,0,0011,00000,11110010011111110
116,124188,5,20,0101,10100,11110010100011100
138,124192,6,18,0110,10010,11110010100100000
53,124238,3,5,0011,00101,11110010101001110
47,124256,2,23,0010,10111,11110010101100000
84,124292,4,12,0100,01100,11110010110000100
28,124419,2,4,0010,00100,11110011000000011
30,124432,2,6,0010,00110,11110011000010000
43,124469,2,19,0010,10011,11110011000110101
122,124478,6,2,0110,00010,11110011000111110
125,124487,6,5,0110,00101,11110011001000111
25,124648,2,1,0010,00001,11110011011101000
31,124710,2,7,0010,00111,11110011100100110
89,124714,4,17,0100,10001,11110011100101010
29,124768,2,5,0010,00101,11110011101100000
82,124802,4,10,0100,01010,11110011110000010
91,124805,4,19,0100,10011,11110011110000101
37,124920,2,13,0010,01101,11110011111111000
67,124970,3,19,0011,10011,11110100000101010
106,124980,5,10,0101,01010,11110100000110100
2,124994,1,2,0001,00010,11110100001000010
87,125032,4,15,0100,01111,11110100001101000
19,125062,1,19,0001,10011,11110100010000110
138,125101,6,18,0110,10010,11110100010101101
103,125162,5,7,0101,00111,11110100011101010
109,125166,5,13,0101,01101,11110100011101110
49,125174,3,1,0011,00001,11110100011110110
27,125209,2,3,0010,00011,11110100100011001
132,125251,6,12,0110,01100,11110100101000011
137,125292,6,17,0110,10001,11110100101101100
113,125304,5,17,0101,10001,11110100101111000
81,125388,4,9,0100,01001,11110100111001100
13,125427,1,13,0001,01101,11110100111110011
66,125556,3,18,0011,10010,11110101001110100
118,125596,5,22,0101,10110,11110101010011100
61,125628,3,13,0011,01101,11110101010111100
70,125629,3,22,0011,10110,11110101010111101
130,125737,6,10,0110,01010,11110101100101001
5,125746,1,5,0001,00101,11110101100110010
90,125790,4,18,0100,10010,11110101101011110
26,125821,2,2,0010,00010,11110101101111101
34,125866,2,10,0010,01010,11110101110101010
93,125890,4,21,0100,10101,11110101111000010
133,125910,6,13,0110,01101,11110101111010110
46,125973,2,22,0010,10110,11110110000010101
41,126011,2,17,0010,10001,11110110000111011
93,126056,4,21,0100,10101,11110110001101000
100,126209,5,4,0101,00100,11110110100000001
43,126223,2,19,0010,10011,11110110100001111
85,126232,4,13,0100,01101,11110110100011000
34,126285,2,10,0010,01010,11110110101001101
127,126299,6,7,0110,00111,11110110101011011
70,126356,3,22,0011,10110,11110110110010100
95,126368,4,23,0100,10111,11110110110100000
64,126432,3,16,0011,10000,11110110111100000
30,126435,2,6,0010,00110,11110110111100011
133,126604,6,13,0110,01101,11110111010001100
93,126679,4,21,0100,10101,11110111011010111
129,126693,6,9,0110,01001,11110111011100101
115,126745,5,19,0101,10011,11110111100011001
38,126827,2,14,0010,01110,11110111101101011
25,126839,2,1,0010,00001,11110111101110111
80,126863,4,8,0100,01000,11110111110001111
86,126929,4,14,0100,01110,11110111111010001
20,126947,1,20,0001,10100,11110111111100011
35,126949,2,11,0010,01011,11110111111100101
52,127010,3,4,0011,00100,11111000000100010
106,127011,5,10,0101,01010,11111000000100011
71,127050,3,23,0011,10111,11111000001001010
109,127095,5,13,0101,01101,11111000001110111
3,127125,1,3,0001,00011,11111000010010101
115,127275,5,19,0101,10011,11111000100101011
105,127288,5,9,0101,01001,11111000100111000
19,127299,1,19,0001,10011,11111000101000011
116,127328,5,20,0101,10100,11111000101100000
21,127542,1,21,0001,10101,11111001000110110
103,127565,5,7,0101,00111,11111001001001101
79,127676,4,7,0100,00111,11111001010111100
89,127711,4,17,0100,10001,11111001011011111
53,127722,3,5,0011,00101,11111001011101010
118,127729,5,22,0101,10110,11111001011110001
38,127780,2,14,0010,01110,11111001100100100
77,127842,4,5,0100,00101,11111001101100010
70,127909,3,22,0011,10110,11111001110100101
69,127929,3,21,0011,10101,11111001110111001
29,127958,2,5,0010,00101,11111001111010110
9,127972,1,9,0001,01001,11111001111100100
59,128136,3,11,0011,01011,11111010010001000
61,128162,3,13,0011,01101,11111010010100010
142,128239,6,22,0110,10110,11111010011101111
142,128288,6,22,0110,10110,11111010100100000
74,128315,4,2,0100,00010,11111010100111011
113,128345,5,17,0101,10001,11111010101011001
90,128414,4,18,0100,10010,11111010110011110
67,128474,3,19,0011,10011,11111010111011010
26,128530,2,2,0010,00010,11111011000010010
79,128583,4,7,0100,00111,11111011001000111
95,128598,4,23,0100,10111,11111011001010110
103,128610,5,7,0101,00111,11111011001100010
126,128629,6,6,0110,00110,11111011001110101
30,128672,2,6,0010,00110,11111011010100000
1,128694,1,1,0001,00001,11111011010110110
78,128696,4,6,0100,00110,11111011010111000
9,128804,1,9,0001,01001,11111011100100100
120,128812,6,0,0110,00000,11111011100101100
66,128813,3,18,0011,10010,11111011100101101
50,128818,3,2,0011,00010,11111011100110010
27,128865,2,3,0010,00011,11111011101100001
6,128880,1,6,0001,00110,11111011101110000
31,128923,2,7,0010,00111,11111011110011011
120,128966,6,0,0110,00000,11111011111000110
104,129079,5,8,0101,01000,11111100000110111
8,129080,1,8,0001,01000,11111100000111000
80,129141,4,8,0100,01000,11111100001110101
130,129151,6,10,0110,01010,11111100001111111
48,129180,3,0,0011,00000,11111100010011100
67,129201,3,19,0011,10011,11111100010110001
104,129221,5,8,0101,01000,11111100011000101
129,129230,6,9,0110,01001,11111100011001110
88,129274,4,16,0100,10000,11111100011111010
124,129293,6,4,0110,00100,11111100100001101
7,129344,1,7,0001,00111,11111100101000000
31,129380,2,7,0010,00111,11111100101100100
96,129382,5,0,0101,00000,11111100101100110
103,129386,5,7,0101,00111,11111100101101010
6,129386,1,6,0001,00110,11111100101101010
79,129438,4,7,0100,00111,11111100110011110
121,129645,6,1,0110,00001,11111101001101101
22,129653,1,22,0001,10110,11111101001110101
4,129654,1,4,0001,00100,11111101001110110
78,129738,4,6,0100,00110,11111101011001010
115,129759,5,19,0101,10011,11111101011011111
119,129781,5,23,0101,10111,11111101011110101
63,129860,3,15,0011,01111,11111101101000100
14,129877,1,14,0001,01110,11111101101010101
123,129916,6,3,0110,00011,11111101101111100
8,129942,1,8,0001,01000,11111101110010110
3,129946,1,3,0001,00011,11111101110011010
34,129970,2,10,0010,01010,11111101110110010
124,130062,6,4,0110,00100,11111110000001110
101,130064,5,5,0101,00101,11111110000010000
4,130105,1,4,0001,00100,11111110000111001
16,130176,1,16,0001,10000,11111110010000000
79,130190,4,7,0100,00111,11111110010001110
141,130214,6,21,0110,10101,11111110010100110
122,130303,6,2,0110,00010,11111110011111111
64,130306,3,16,0011,10000,11111110100000010
108,130396,5,12,0101,01100,11111110101011100
78,130410,4,6,0100,00110,11111110101101010
23,130435,1,23,0001,10111,11111110110000011
104,130459,5,8,0101,01000,11111110110011011
77,130577,4,5,0100,00101,11111111000010001
52,130644,3,4,0011,00100,11111111001010100
118,130722,5,22,0101,10110,11111111010100010
110,130736,5,14,0101,01110,11111111010110000
98,130754,5,2,0101,00010,11111111011000010
40,130781,2,16,0010,10000,11111111011011101
28,130842,2,4,0010,00100,11111111100011010
45,130894,2,21,0010,10101,11111111101001110
39,130916,2,15,0010,01111,11111111101100100
31,130938,2,7,0010,00111,11111111101111010
129,130955,6,9,0110,01001,11111111110001011
72,131025,4,0,0100,00000,11111111111010001
